Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_CmpPct,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_CmpPct,Medium_Cmp,Medium_Att,Medium_CmpPct,Long_Cmp,Long_Att,Long_CmpPct,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1_3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
1649,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-263,2002,14.0,976,1120,87.1,17152,4958,426,461,92.4,454,506,89.7,82,111,73.9,2,3.7,2.7,-1.7,19,92,24,10,98,Matches
1650,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-061,1997,14.0,522,667,78.3,7872,2279,294,333,88.3,167,204,81.9,38,81,46.9,1,1.7,1.8,-0.7,19,61,10,2,74,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1651,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,20-286,2004,6.0,249,320,77.8,4266,1461,108,120,90.0,116,141,82.3,22,49,44.9,0,0.1,0.2,-0.1,2,19,7,3,20,Matches
1652,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-274,1995,11.2,630,671,93.9,9091,2431,387,399,97.0,199,212,93.9,32,38,84.2,1,0.5,0.7,+0.5,3,44,1,0,36,Matches
1653,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-259,1992,2.1,92,101,91.1,1454,368,52,54,96.3,30,32,93.8,7,10,70.0,0,0.0,0.1,0.0,0,17,0,0,8,Matches
1654,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-234,1998,17.9,706,910,77.6,12035,4904,365,403,90.6,255,329,77.5,73,133,54.9,1,1.9,1.2,-0.9,14,44,19,9,69,Matches
1655,Alex Meret,it ITA,GK,Napoli,it Serie A,27-352,1997,23.4,665,785,84.7,16664,10170,91,91,100.0,411,421,97.6,163,273,59.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1656,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-260,1996,10.8,322,414,77.8,4347,1267,211,241,87.6,90,116,77.6,9,21,42.9,1,1.2,1.0,-0.2,12,25,19,2,48,Matches
1657,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-297,2002,13.4,744,898,82.9,12485,2373,351,390,90.0,333,386,86.3,48,85,56.5,3,2.6,2.1,+0.4,21,49,20,9,61,Matches
1658,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-273,1999,4.6,148,189,78.3,2262,703,76,89,85.4,57,71,80.3,6,11,54.5,0,0.0,0.3,0.0,1,17,1,1,22,Matches
1659,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21-315,2003,3.2,105,145,72.4,1729,550,52,60,86.7,36,52,69.2,10,17,58.8,0,0.7,0.6,-0.7,7,7,5,2,13,Matches
1660,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-300,1991,6.0,104,154,67.5,1821,594,50,61,82.0,41,62,66.1,11,23,47.8,1,0.3,0.3,+0.7,5,16,5,1,22,Matches
1661,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-124,1999,2.5,54,88,61.4,879,352,29,38,76.3,20,24,83.3,5,18,27.8,0,0.1,0.1,-0.1,2,5,0,0,6,Matches
1662,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-297,1993,10.0,526,631,83.4,10181,3728,165,186,88.7,302,330,91.5,53,101,52.5,0,0.2,0.4,-0.2,3,49,3,1,54,Matches
1663,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-178,1991,14.3,798,993,80.4,13462,4255,373,413,90.3,362,437,82.8,52,105,49.5,0,0.6,1.7,-0.6,10,83,17,6,85,Matches
1664,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-330,1991,2.0,54,83,65.1,1541,1064,7,7,100.0,28,29,96.6,19,47,40.4,0,0.1,0.0,-0.1,1,2,0,0,0,Matches
1665,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-140,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1666,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-261,2005,1.1,31,37,83.8,359,69,18,19,94.7,9,12,75.0,0,1,0.0,0,0.9,0.6,-0.9,1,0,2,0,4,Matches
1667,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-296,2005,0.4,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1668,Miguel,es ESP,FW,Leganés,es La Liga,25-187,1999,17.7,121,213,56.8,1744,362,66,102,64.7,40,65,61.5,5,12,41.7,3,1.4,0.8,+1.6,7,9,5,1,16,Matches
1669,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-035,2000,14.3,325,431,75.4,4879,1423,181,217,83.4,103,130,79.2,24,50,48.0,3,1.2,1.1,+1.8,17,28,17,3,41,Matches
1670,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-129,2000,11.1,233,311,74.9,3168,657,135,166,81.3,70,93,75.3,10,14,71.4,2,1.6,1.2,+0.4,10,14,8,0,40,Matches
1671,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-274,2003,0.3,12,15,80.0,199,27,7,9,77.8,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1672,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-148,1997,27.0,607,745,81.5,12062,4437,187,216,86.6,334,381,87.7,73,117,62.4,1,0.3,0.4,+0.7,5,41,2,0,40,Matches
1673,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18-312,2006,2.1,112,126,88.9,1657,270,58,66,87.9,42,44,95.5,6,7,85.7,0,0.0,0.1,0.0,1,8,4,0,12,Matches
1674,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-017,1997,27.0,809,1205,67.1,24186,17036,120,123,97.6,408,415,98.3,280,660,42.4,0,0.1,0.2,-0.1,3,42,6,0,0,Matches
1675,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-050,1998,10.4,636,712,89.3,13095,4633,189,201,94.0,372,394,94.4,72,110,65.5,1,0.5,0.2,+0.5,6,56,3,0,46,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1676,Luis Milla,es ESP,MF,Getafe,es La Liga,30-153,1994,21.1,723,983,73.6,13295,3920,317,362,87.6,293,362,80.9,99,219,45.2,2,1.9,2.4,+0.1,44,79,15,6,105,Matches
1677,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-167,1992,2.7,55,98,56.1,920,252,25,37,67.6,22,35,62.9,6,14,42.9,0,0.1,0.2,-0.1,2,5,2,0,5,Matches
1678,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-235,2002,16.7,802,942,85.1,11470,2848,506,554,91.3,246,284,86.6,37,67,55.2,3,2.2,2.8,+0.8,18,74,26,2,103,Matches
1679,James Milner,eng ENG,MF,Brighton,eng Premier League,39-064,1986,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10,Matches
1680,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-114,1996,22.3,2100,2273,92.4,35011,13920,941,990,95.1,1034,1090,94.9,100,145,69.0,0,0.3,0.8,-0.3,5,214,2,0,167,Matches
1681,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-167,1994,22.1,983,1154,85.2,18129,7000,375,416,90.1,516,573,90.1,80,136,58.8,0,0.3,0.7,-0.3,4,53,6,1,64,Matches
1682,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-052,1995,17.5,357,513,69.6,5126,1942,215,273,78.8,117,161,72.7,14,29,48.3,3,5.0,4.1,-2.0,30,51,23,0,85,Matches
1683,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-063,2004,2.8,97,126,77.0,1555,669,51,60,85.0,35,40,87.5,6,18,33.3,0,0.2,0.5,-0.2,1,8,2,2,11,Matches
1684,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31-361,1993,8.7,447,511,87.5,8041,2638,174,190,91.6,242,258,93.8,27,52,51.9,0,0.2,0.2,-0.2,2,36,5,0,29,Matches
1685,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-300,1999,21.1,1171,1515,77.3,20378,8367,545,603,90.4,481,612,78.6,112,220,50.9,5,4.7,4.7,+0.3,21,116,45,9,135,Matches
1686,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,19-049,2006,0.2,9,10,90.0,105,8,5,6,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1687,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-230,2004,13.1,217,359,60.4,3555,1259,117,156,75.0,72,107,67.3,21,52,40.4,3,3.9,3.6,-0.9,21,10,20,5,26,Matches
1688,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-258,1999,8.0,70,93,75.3,1015,77,40,47,85.1,26,34,76.5,3,3,100.0,1,0.2,0.2,+0.8,3,1,1,1,3,Matches
1689,Rafa Mir,es ESP,"MF,FW",Valencia,es La Liga,27-264,1997,4.1,55,74,74.3,841,150,33,38,86.8,14,20,70.0,6,9,66.7,1,0.4,0.1,+0.6,1,3,1,1,6,Matches
1690,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-049,2000,16.6,933,1243,75.1,18372,6613,338,376,89.9,457,552,82.8,129,274,47.1,4,4.1,3.7,-0.1,39,98,37,23,101,Matches
1691,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,21-218,2003,16.0,359,489,73.4,6408,1836,167,191,87.4,139,171,81.3,40,88,45.5,3,1.8,2.0,+1.2,18,21,13,2,50,Matches
1692,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,25-189,1999,26.7,774,1078,71.8,12545,4850,399,480,83.1,308,414,74.4,47,110,42.7,4,5.3,3.3,-1.3,34,40,27,13,54,Matches
1693,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27-293,1997,24.8,629,831,75.7,8302,1834,421,487,86.4,159,222,71.6,22,48,45.8,3,4.3,3.6,-1.3,32,30,29,7,74,Matches
1694,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27-356,1997,19.9,1182,1439,82.1,19711,6351,610,661,92.3,453,547,82.8,102,181,56.4,5,3.8,5.0,+1.2,35,115,46,23,125,Matches
1695,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27-348,1997,5.0,74,127,58.3,1145,387,36,45,80.0,30,44,68.2,3,13,23.1,0,0.8,0.6,-0.8,5,8,4,0,14,Matches
1696,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-047,1989,21.8,1108,1266,87.5,18008,4469,557,606,91.9,452,507,89.2,75,95,78.9,3,1.7,2.9,+1.3,22,133,42,3,163,Matches
1697,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25-336,1999,0.1,18,22,81.8,254,82,10,14,71.4,8,8,100.0,0,0,,0,0.2,0.5,-0.2,3,0,1,1,4,Matches
1698,Rui Modesto,ao ANG,DF,Udinese,it Serie A,25-153,1999,2.9,103,143,72.0,1481,461,65,76,85.5,30,46,65.2,5,10,50.0,0,0.0,0.1,0.0,1,6,2,2,7,Matches
1699,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-181,1985,12.8,1059,1211,87.4,18556,5964,495,528,93.8,423,461,91.8,114,174,65.5,3,4.8,4.3,-1.8,42,139,20,1,118,Matches
1700,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,5.0,69,103,67.0,784,204,40,58,69.0,18,26,69.2,1,4,25.0,0,0.6,0.6,-0.6,7,5,2,0,10,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1701,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-101,1997,9.0,106,166,63.9,1699,461,53,77,68.8,37,49,75.5,11,17,64.7,0,0.2,0.2,-0.2,3,13,5,0,16,Matches
1702,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-200,1992,21.5,811,1098,73.9,14855,6389,395,449,88.0,309,400,77.3,101,192,52.6,2,3.0,3.5,-1.0,28,71,38,24,96,Matches
1703,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20-310,2004,0.2,1,4,25.0,9,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1704,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,21-160,2003,21.1,580,709,81.8,7993,1777,362,408,88.7,178,211,84.4,20,38,52.6,0,2.5,2.4,-2.5,30,47,21,3,82,Matches
1705,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26-337,1998,13.6,716,901,79.5,10605,4041,416,456,91.2,238,307,77.5,38,80,47.5,3,1.3,1.5,+1.7,11,36,16,5,46,Matches
1706,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-110,1991,2.7,83,106,78.3,1300,307,40,43,93.0,38,46,82.6,4,12,33.3,0,0.3,0.2,-0.3,6,9,3,1,9,Matches
1707,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26-300,1998,18.3,584,788,74.1,10725,3502,248,282,87.9,244,312,78.2,77,154,50.0,0,2.1,3.0,-2.1,24,60,19,10,83,Matches
1708,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,28-067,1997,1.3,68,78,87.2,1288,364,29,30,96.7,33,37,89.2,6,10,60.0,0,0.0,0.1,0.0,0,8,1,1,2,Matches
1709,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-017,1996,26.0,380,774,49.1,13431,11284,49,49,100.0,149,152,98.0,182,563,32.3,0,0.0,0.1,0.0,0,23,0,0,1,Matches
1710,Mikey Moore,eng ENG,"FW,MF",Tottenham,eng Premier League,17-210,2007,2.1,48,67,71.6,593,166,30,31,96.8,13,20,65.0,1,5,20.0,1,0.3,0.5,+0.7,3,1,5,1,7,Matches
1711,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,32-137,1992,12.2,202,268,75.4,3147,538,118,149,79.2,55,74,74.3,19,28,67.9,0,0.8,0.3,-0.8,7,15,3,0,26,Matches
1712,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-252,2001,6.7,147,202,72.8,2471,1284,66,80,82.5,68,80,85.0,8,24,33.3,0,0.0,0.0,0.0,0,9,0,0,13,Matches
1713,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,20-215,2004,20.4,686,908,75.6,11185,2885,341,402,84.8,277,368,75.3,49,84,58.3,5,5.0,4.3,0.0,20,24,23,8,63,Matches
1714,Alberto Moreno,es ESP,DF,Como,it Serie A,32-247,1992,15.1,698,839,83.2,12104,4100,310,336,92.3,315,363,86.8,58,102,56.9,0,0.9,1.4,-0.9,15,52,16,9,60,Matches
1715,Álex Moreno,es ESP,DF,Nott'ham Forest,eng Premier League,31-274,1993,9.0,257,360,71.4,3799,1502,156,181,86.2,78,120,65.0,12,35,34.3,1,1.0,0.8,0.0,4,20,7,1,29,Matches
1716,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32-336,1992,6.7,186,242,76.9,3363,902,83,99,83.8,77,87,88.5,22,35,62.9,1,3.0,1.7,-2.0,15,21,15,2,44,Matches
1717,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,21-166,2003,1.4,51,62,82.3,869,359,22,26,84.6,24,27,88.9,3,5,60.0,0,0.0,0.0,0.0,1,5,2,0,6,Matches
1718,Tete Morente,es ESP,FW,Lecce,it Serie A,28-095,1996,17.1,414,547,75.7,6781,1978,214,236,90.7,144,186,77.4,37,71,52.1,1,0.8,0.8,+0.2,16,37,20,9,74,Matches
1719,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-007,2000,4.2,174,221,78.7,2690,761,93,105,88.6,70,85,82.4,9,18,50.0,0,0.1,0.2,-0.1,3,8,2,1,9,Matches
1720,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-049,2003,15.3,598,682,87.7,9343,2418,306,348,87.9,216,237,91.1,44,55,80.0,1,1.1,1.9,-0.1,15,75,13,2,73,Matches
1721,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-056,1999,11.7,469,530,88.5,7607,2265,229,247,92.7,197,221,89.1,27,39,69.2,0,0.2,0.6,-0.2,6,64,9,3,65,Matches
1722,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26-362,1998,11.8,578,717,80.6,11338,3002,224,263,85.2,247,293,84.3,93,134,69.4,2,0.8,1.0,+1.2,19,89,9,2,84,Matches
1723,Raúl Moro,es ESP,"FW,MF",Valladolid,es La Liga,22-094,2002,17.0,335,511,65.6,6350,2189,156,198,78.8,113,162,69.8,60,111,54.1,2,4.0,4.3,-2.0,35,29,27,16,61,Matches
1724,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,33-180,1991,22.0,963,1102,87.4,15402,4069,508,545,93.2,370,403,91.8,62,99,62.6,1,0.7,1.0,+0.3,15,119,11,2,90,Matches
1725,Gabriel Moscardo,br BRA,MF,Reims,fr Ligue 1,19-162,2005,0.4,14,16,87.5,213,43,9,11,81.8,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1726,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20-255,2004,25.9,1310,1429,91.7,24184,8035,495,525,94.3,702,741,94.7,104,135,77.0,0,0.0,0.2,0.0,0,83,1,0,86,Matches
1727,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,25-140,1999,9.3,139,207,67.1,1761,349,90,123,73.2,33,45,73.3,4,9,44.4,1,1.3,0.8,-0.3,12,12,3,0,18,Matches
1728,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23-311,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,Matches
1729,Dany Mota,pt POR,"MF,FW",Monza,it Serie A,26-311,1998,16.2,291,404,72.0,4539,779,158,197,80.2,104,134,77.6,18,30,60.0,2,1.2,1.4,+0.8,15,22,13,4,38,Matches
1730,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19-229,2005,5.5,165,199,82.9,3072,1091,69,77,89.6,76,84,90.5,17,29,58.6,0,0.2,0.0,-0.2,1,8,1,1,10,Matches
1731,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-334,2001,6.2,193,221,87.3,2653,605,125,136,91.9,56,67,83.6,5,7,71.4,1,0.4,0.4,+0.6,4,24,0,0,17,Matches
1732,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,20-109,2004,2.3,36,44,81.8,522,206,21,23,91.3,11,14,78.6,2,2,100.0,1,0.8,0.2,+0.2,5,2,1,1,6,Matches
1733,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,30-161,1994,3.3,52,85,61.2,772,135,24,38,63.2,23,32,71.9,3,6,50.0,0,0.0,0.1,0.0,1,2,0,0,9,Matches
1734,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26-058,1999,2.7,76,95,80.0,1124,241,43,49,87.8,21,27,77.8,5,9,55.6,0,0.1,0.1,-0.1,4,5,0,0,8,Matches
1735,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,23-024,2002,11.5,312,398,78.4,5909,2500,121,145,83.4,152,178,85.4,37,63,58.7,0,0.4,0.2,-0.4,5,22,4,2,26,Matches
1736,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22-279,2002,10.5,384,480,80.0,6388,1712,195,220,88.6,142,176,80.7,34,50,68.0,1,1.2,1.1,-0.2,12,36,6,1,43,Matches
1737,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,20-135,2004,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1738,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,24-063,2001,1.7,28,42,66.7,431,165,17,24,70.8,10,15,66.7,1,2,50.0,0,1.0,0.5,-1.0,2,2,2,1,5,Matches
1739,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,20-099,2004,10.6,481,540,89.1,7992,1682,223,242,92.1,214,230,93.0,33,38,86.8,1,0.5,0.5,+0.5,9,47,5,1,45,Matches
1740,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,27-128,1997,8.0,366,452,81.0,5518,1913,226,253,89.3,117,146,80.1,16,31,51.6,0,0.6,0.8,-0.6,5,28,2,0,27,Matches
1741,Florian Müller,de GER,GK,Freiburg,de Bundesliga,27-116,1997,3.0,75,125,60.0,2117,1724,6,6,100.0,46,47,97.9,23,70,32.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1742,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33-359,1991,24.0,685,905,75.7,19173,12643,78,78,100.0,388,392,99.0,217,431,50.3,0,0.0,0.0,0.0,0,10,1,0,0,Matches
1743,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31-240,1993,5.3,154,218,70.6,4868,3410,19,19,100.0,65,65,100.0,70,134,52.2,0,0.0,0.0,0.0,0,7,0,0,0,Matches
1744,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,35-177,1989,9.6,354,468,75.6,5183,1185,212,249,85.1,102,138,73.9,23,34,67.6,3,2.3,3.1,+0.7,24,21,21,11,44,Matches
1745,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26-276,1998,22.4,900,1085,82.9,17231,7016,315,339,92.9,492,536,91.8,87,190,45.8,1,0.2,0.1,+0.8,1,40,1,0,40,Matches
1746,Marshall Munetsi,zw ZIM,"FW,MF",Wolves,eng Premier League,28-260,1996,3.0,40,55,72.7,522,136,26,34,76.5,13,17,76.5,0,0,,1,0.8,0.0,+0.2,2,3,1,0,3,Matches
1747,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28-260,1996,18.8,263,384,68.5,3758,1197,148,193,76.7,85,116,73.3,12,30,40.0,2,2.0,1.8,0.0,19,14,5,2,26,Matches
1748,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23-309,2001,8.8,75,116,64.7,1248,400,35,52,67.3,26,37,70.3,10,12,83.3,1,0.6,0.1,+0.4,6,10,2,0,21,Matches
1749,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27-205,1997,6.6,231,328,70.4,3607,1569,118,133,88.7,92,128,71.9,13,49,26.5,0,0.1,0.1,-0.1,1,22,1,1,23,Matches
1750,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30-222,1994,12.9,525,650,80.8,8435,3124,254,281,90.4,243,296,82.1,23,48,47.9,0,0.4,0.6,-0.4,6,29,8,7,39,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1751,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28-287,1996,26.0,832,1114,74.7,12761,3681,473,558,84.8,307,403,76.2,38,87,43.7,4,3.8,2.4,+0.2,33,42,18,9,63,Matches
1752,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-124,2002,4.2,145,190,76.3,2437,624,72,81,88.9,60,74,81.1,10,19,52.6,0,0.2,0.5,-0.2,3,14,2,0,12,Matches
1753,Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,30-009,1995,21.0,709,903,78.5,11913,3514,353,410,86.1,260,320,81.3,71,117,60.7,2,2.0,1.6,0.0,23,84,22,9,78,Matches
1754,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,26-122,1998,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,Matches
1755,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22-248,2002,26.5,822,1050,78.3,16185,7618,328,360,91.1,361,416,86.8,116,238,48.7,0,1.1,1.0,-1.1,11,85,11,1,85,Matches
1756,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30-319,1994,17.0,220,359,61.3,3172,696,131,178,73.6,61,116,52.6,14,21,66.7,2,1.9,1.4,+0.1,21,19,5,0,26,Matches
1757,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30-013,1995,17.7,454,657,69.1,6727,2192,281,333,84.4,133,202,65.8,28,68,41.2,8,6.3,3.7,+1.7,27,39,26,7,56,Matches
1758,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,21-124,2003,0.0,1,2,50.0,8,7,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1759,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,22-100,2002,14.9,542,627,86.4,9237,2168,250,276,90.6,240,273,87.9,41,52,78.8,2,1.6,1.4,+0.4,22,55,16,7,78,Matches
1760,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-011,2003,17.5,696,841,82.8,9641,2408,431,493,87.4,207,244,84.8,29,35,82.9,2,3.9,4.9,-1.9,37,68,20,0,95,Matches
1761,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26-246,1998,1.9,71,98,72.4,1104,287,37,47,78.7,23,29,79.3,6,15,40.0,0,0.3,0.3,-0.3,3,1,2,0,7,Matches
1762,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28-337,1996,2.7,183,205,89.3,3426,1068,74,79,93.7,76,82,92.7,26,36,72.2,1,0.3,0.2,+0.7,4,25,2,0,28,Matches
1763,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30-307,1994,1.0,17,33,51.5,486,331,2,2,100.0,9,9,100.0,6,22,27.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
