id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
1391,Gautier Larsonneur,GK,Saint-Étienne,50,68,50,100,33,53,30,50,40,50,50,50,50,69,80,80,80
1392,Hugo Larsson,MD,Eint Frankfurt,82,86,50,92,67,100,50,50,50,50,50,92,50,74,50,50,50
1393,Juanmi Latasa,AT,Valladolid,85,70,50,67,50,68,60,50,60,50,50,50,50,56,50,50,50
1394,Toni Lato,DF,Mallorca,78,79,50,82,44,65,50,50,50,50,60,60,60,69,50,50,50
1395,Roméo Lavia,MD,Chelsea,69,92,50,90,82,68,50,50,50,50,50,72,50,55,50,50,50
1396,Valentino Lazaro,AT,Torino,78,83,50,88,39,100,60,50,60,50,50,68,50,88,50,50,50
1397,Darko Lazović,AT,Hellas Verona,82,81,50,79,31,100,60,50,60,50,50,70,50,89,50,50,50
1398,Manuel Lazzari,DF,Lazio,79,86,50,87,43,92,50,50,50,50,60,62,60,64,50,50,50
1399,Julien Le Cardinal,DF,Brest,82,68,50,90,64,62,50,50,50,50,60,100,60,100,50,50,50
1400,Jérémy Le Douaron,AT,Brest,81,72,50,75,100,50,60,50,60,50,50,50,50,50,50,50,50
1401,Enzo Le Fée,MD,Roma,79,90,50,89,54,59,50,50,50,50,50,60,50,52,50,50,50
1402,Robin Le Normand,DF,Atlético Madrid,81,73,50,94,50,59,50,50,50,50,60,62,60,100,50,50,50
1403,Nicola Leali,GK,Genoa,53,79,50,99,46,50,30,50,40,50,50,50,50,61,80,80,80
1404,Rafael Leão,AT,Milan,92,84,50,80,57,100,60,50,60,50,50,62,50,51,50,50,50
1405,Benjamin Lecomte,GK,Montpellier,48,69,50,100,48,56,30,50,40,50,50,50,50,64,80,80,80
1406,Pierre Lees-Melou,MD,Brest,75,82,50,89,77,68,50,50,50,50,50,64,50,59,50,50,50
1407,Jordan Lefort,DF,Angers,73,69,50,92,51,77,50,50,50,50,60,96,60,100,50,50,50
1408,Diogo Leite,DF,Union Berlin,81,80,50,87,57,83,50,50,50,50,60,100,60,100,50,50,50
1409,Maxim Leitsch,DF,Mainz 05,64,71,50,86,46,56,50,50,50,50,60,70,60,92,50,50,50
1410,Florian Lejeune,DF,Rayo Vallecano,59,84,50,88,56,77,50,50,50,50,60,90,60,100,50,50,50
1411,Stefan Lekovic,DF,Monza,77,87,50,89,50,50,50,50,50,50,60,62,60,53,50,50,50
1412,Iñigo Lekue,DF,Athletic Club,58,79,50,86,36,62,50,50,50,50,60,60,60,65,50,50,50
1413,Nunzio Lella,MD,Venezia,69,93,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1414,Thomas Lemar,MD,Atlético Madrid,81,78,50,50,100,53,50,50,50,50,50,50,50,50,50,50,50
1415,Félix Lemaréchal,AT,Strasbourg,83,67,50,86,46,95,60,50,60,50,50,70,50,61,50,50,50
1416,Mario Lemina,MD,Wolves,73,89,50,85,61,80,50,50,50,50,50,100,50,100,50,50,50
1417,Clément Lenglet,DF,Atlético Madrid,72,78,50,92,62,59,50,50,50,50,60,80,60,100,50,50,50
1418,Bernd Leno,GK,Fulham,47,72,50,99,47,56,30,50,40,50,50,50,50,57,80,80,80
1419,Donovan Léon,GK,Auxerre,54,76,50,100,39,59,30,50,40,50,50,50,50,70,80,80,80
1420,Giovanni Leoni,DF,Parma,75,81,50,90,71,50,50,50,50,50,60,70,60,69,50,50,50
1421,Esteban Lepaul,AT,Angers,81,72,50,74,58,62,60,50,60,50,50,54,50,56,50,50,50
1422,Johann Lepenant,MD,Nantes,76,77,50,88,65,74,50,50,50,50,50,72,50,66,50,50,50
1423,Jefferson Lerma,MD,Crystal Palace,81,78,50,87,47,74,50,50,50,50,50,100,50,88,50,50,50
1424,Louis Leroux,MD,Nantes,82,93,50,97,55,71,50,50,50,50,50,54,50,56,50,50,50
1425,Robert Lewandowski,AT,Barcelona,77,82,50,81,52,100,60,50,60,50,50,56,50,72,50,50,50
1426,Jamie Leweling,AT,Stuttgart,74,79,50,85,30,100,60,50,60,50,50,68,50,62,50,50,50
1427,Rico Lewis,MD,Manchester City,66,83,50,95,68,71,50,50,50,50,50,72,50,88,50,50,50
1428,Keane Lewis-Potter,AT,Brentford,91,82,50,89,53,100,60,50,60,50,50,70,50,100,50,50,50
1429,Myles Lewis-Skelly,DF,Arsenal,65,82,50,95,81,59,50,50,50,50,60,60,60,60,50,50,50
1430,Ben Lhassine Kone,MD,Como,81,81,50,88,100,50,50,50,50,50,50,52,50,51,50,50,50
1431,Mattia Liberali,MD,Milan,86,75,50,92,50,53,50,50,50,50,50,50,50,50,50,50,50
1432,Philipp Lienhart,DF,Freiburg,70,88,50,94,59,59,50,50,50,50,60,100,60,100,50,50,50
1433,Matthijs de Ligt,DF,Manchester Utd,76,83,50,94,50,65,50,50,50,50,60,100,60,100,50,50,50
1434,Pedro Lima,DF,Wolves,75,86,50,82,60,56,50,50,50,50,60,60,60,55,50,50,50
1435,Victor Lindelöf,MD,Manchester Utd,85,85,50,84,100,53,50,50,50,50,50,54,50,54,50,50,50
1436,Jesper Lindstrøm,AT,Everton,74,74,50,85,45,100,60,50,60,50,50,70,50,67,50,50,50
1437,Karol Linetty,MD,Torino,67,83,50,91,72,68,50,50,50,50,50,74,50,72,50,50,50
1438,Samuel Lino,MD,Atlético Madrid,73,95,50,88,69,95,50,50,50,50,50,64,50,59,50,50,50
1439,Pol Lirola,DF,Marseille,77,72,50,88,41,68,50,50,50,50,60,60,60,59,50,50,50
1440,Dailon Livramento,AT,Hellas Verona,85,82,50,57,42,68,60,50,60,50,50,54,50,57,50,50,50
1441,Valentino Livramento,DF,Newcastle Utd,58,84,50,90,50,86,50,50,50,50,60,90,60,100,50,50,50
1442,Marin Ljubicic,AT,Union Berlin,78,79,50,62,50,56,60,50,60,50,50,50,50,51,50,50,50
1443,Javier Llabrés,AT,Mallorca,78,72,50,100,50,53,60,50,60,50,50,50,50,50,50,50,50
1444,Diego Llorente,DF,Betis,72,74,50,89,58,68,50,50,50,50,60,100,60,100,50,50,50
1445,Marcos Llorente,MD,Atlético Madrid,87,76,50,91,63,100,50,50,50,50,50,82,50,84,50,50,50
1446,Gautier Lloris,DF,Le Havre,82,71,50,91,57,65,50,50,50,50,60,90,60,100,50,50,50
1447,Giovani Lo Celso,AT,Betis,91,71,50,84,55,100,60,50,60,50,50,60,50,53,50,50,50
1448,Stanislav Lobotka,MD,Napoli,74,92,50,90,83,89,50,50,50,50,50,88,50,93,50,50,50
1449,Manuel Locatelli,MD,Juventus,79,87,50,92,76,100,50,50,50,50,50,84,50,98,50,50,50
1450,Ruben Loftus-Cheek,MD,Milan,82,91,50,89,80,86,50,50,50,50,50,54,50,59,50,50,50
1451,Elysée Logbo,AT,Le Havre,77,79,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1452,Enzo Loiodice,MD,Las Palmas,82,77,50,87,71,59,50,50,50,50,50,60,50,57,50,50,50
1453,Sean Longstaff,MD,Newcastle Utd,82,82,50,87,66,62,50,50,50,50,50,62,50,55,50,50,50
1454,Ademola Lookman,AT,Atalanta,73,74,50,87,46,100,60,50,60,50,50,54,50,53,50,50,50
1455,Anthony Lopes,GK,Nantes,55,64,50,100,42,50,30,50,40,50,50,50,50,52,80,80,80
1456,David López,DF,Girona,59,77,50,94,62,59,50,50,50,50,60,74,60,100,50,50,50
1457,Diego López,AT,Valencia,76,72,50,81,62,100,60,50,60,50,50,68,50,58,50,50,50
1458,Fer López,AT,Celta Vigo,78,82,50,89,66,62,60,50,60,50,50,52,50,54,50,50,50
1459,Fermin López,AT,Barcelona,85,71,50,89,53,71,60,50,60,50,50,58,50,52,50,50,50
1460,Javi López,DF,Real Sociedad,67,86,50,92,59,62,50,50,50,50,60,60,60,89,50,50,50
1461,Pau López,GK,Girona,57,65,50,100,40,50,30,50,40,50,50,50,50,51,80,80,80
1462,Roberto López,MD,Leganés,83,78,50,83,47,80,50,50,50,50,50,52,50,57,50,50,50
1463,Unai López,MD,Rayo Vallecano,69,92,50,91,52,77,50,50,50,50,50,88,50,62,50,50,50
1464,Iker Losada,AT,Celta Vigo,69,75,50,86,60,62,60,50,60,50,50,52,50,55,50,50,50
1465,Iker Losada,AT,Betis,69,76,50,83,50,68,60,50,60,50,50,56,50,52,50,50,50
1466,Anthony Losilla,MD,Bochum,69,83,50,81,48,71,50,50,50,50,50,86,50,74,50,50,50
1467,Jordan Lotomba,MD,Nice,80,91,50,100,50,50,50,50,50,50,50,50,50,51,50,50,50
1468,Tom Louchet,MD,Nice,70,77,50,92,58,80,50,50,50,50,50,78,50,66,50,50,50
1469,Sandi Lovrić,MD,Udinese,63,90,50,89,55,100,50,50,50,50,50,86,50,67,50,50,50
1470,Pol Lozano,MD,Espanyol,70,81,50,89,68,89,50,50,50,50,50,84,50,68,50,50,50
1471,Lorenzo Lucca,AT,Udinese,68,72,50,60,73,77,60,50,60,50,50,60,50,73,50,50,50
1472,Jhon Lucumí,DF,Bologna,65,68,50,94,69,71,50,50,50,50,60,80,60,100,50,50,50
1473,Yannik Lührs,DF,Dortmund,59,79,50,93,71,53,50,50,50,50,60,60,60,54,50,50,50
1474,José Luis Gayà,DF,Valencia,59,79,50,89,45,98,50,50,50,50,60,76,60,83,50,50,50
1475,José Luis Palomino,DF,Cagliari,80,82,50,92,67,50,50,50,50,50,60,64,60,64,50,50,50
1476,Douglas Luiz,MD,Juventus,76,83,50,91,68,89,50,50,50,50,50,54,50,54,50,50,50
1477,Romelu Lukaku,AT,Napoli,88,68,50,79,50,100,60,50,60,50,50,50,50,60,50,50,50
1478,Castello Lukeba,DF,RB Leipzig,78,76,50,92,62,59,50,50,50,50,60,72,60,96,50,50,50
1479,Dodi Lukebakio,AT,Sevilla,70,67,50,87,42,100,60,50,60,50,50,58,50,59,50,50,50
1480,Saša Lukić,MD,Fulham,68,78,50,92,69,100,50,50,50,50,50,94,50,76,50,50,50
1481,Milos Lukovic,AT,Strasbourg,73,84,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1482,Joe Lumley,GK,Southampton,56,77,50,95,35,50,30,50,40,50,50,50,50,53,80,80,80
1483,Daniel Luna,MD,Mallorca,70,81,50,83,50,50,50,50,50,50,50,50,50,50,50,50,50
1484,Andriy Lunin,GK,Real Madrid,55,77,50,95,58,53,30,50,40,50,50,50,50,51,80,80,80
1485,Massimo Luongo,MD,Ipswich Town,69,88,50,88,33,50,50,50,50,50,50,54,50,52,50,50,50
1486,Sebastiano Luperto,DF,Cagliari,72,84,50,92,46,68,50,50,50,50,60,98,60,100,50,50,50
1487,Zito Luvumbo,AT,Cagliari,73,71,50,78,36,83,60,50,60,50,50,52,50,54,50,50,50
1488,Charalambos Lykogiannis,DF,Bologna,69,87,50,86,44,98,50,50,50,50,60,68,60,81,50,50,50
1489,Senne Lynen,MD,Werder Bremen,82,82,50,88,57,71,50,50,50,50,50,100,50,100,50,50,50
1490,Mathias Løvik,AT,Parma,80,70,50,78,60,53,60,50,60,50,50,54,50,53,50,50,50
1491,Othmane Maamma,AT,Montpellier,89,77,50,71,50,59,60,50,60,50,50,52,50,52,50,50,50
1492,Ian Maatsen,DF,Aston Villa,70,79,50,87,57,98,50,50,50,50,60,68,60,73,50,50,50
1493,Alexis Mac Allister,MD,Liverpool,75,82,50,90,67,100,50,50,50,50,50,88,50,74,50,50,50
1494,Deiver Machado,DF,Lens,73,72,50,93,54,100,50,50,50,50,60,74,60,70,50,50,50
1495,Shuto Machino,AT,Holstein Kiel,77,74,50,79,38,100,60,50,60,50,50,62,50,65,50,50,50
1496,Darwin Machís,AT,Valladolid,90,75,50,84,40,62,60,50,60,50,50,56,50,57,50,50,50
1497,Yvann Macon,DF,Saint-Étienne,74,84,50,87,45,65,50,50,50,50,60,60,60,56,50,50,50
1498,James Maddison,MD,Tottenham,78,89,50,90,44,100,50,50,50,50,50,72,50,67,50,50,50
1499,Eros Maddy,DF,Auxerre,60,79,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1500,Noni Madueke,AT,Chelsea,90,77,50,87,59,100,60,50,60,50,50,64,50,59,50,50,50
1501,Pablo Maffeo,DF,Mallorca,63,79,50,88,42,100,50,50,50,50,60,86,60,100,50,50,50
1502,Gabriel Magalhães,DF,Arsenal,65,83,50,96,53,86,50,50,50,50,60,78,60,100,50,50,50
1503,Soungoutou Magassa,MD,Monaco,84,94,50,89,60,65,50,50,50,50,50,92,50,68,50,50,50
1504,Edmond-Paris Maghoma,AT,Brentford,73,81,50,93,85,53,60,50,60,50,50,52,50,52,50,50,50
1505,Giangiacomo Magnani,DF,Hellas Verona,68,71,50,84,47,53,50,50,50,50,60,84,60,100,50,50,50
1506,Hugo Magnetti,MD,Brest,66,91,50,89,58,68,50,50,50,50,50,76,50,76,50,50,50
1507,Frank Magri,AT,Toulouse,90,76,50,78,60,62,60,50,60,50,50,54,50,55,50,50,50
1508,Harry Maguire,DF,Manchester Utd,65,70,50,91,57,68,50,50,50,50,60,100,60,100,50,50,50
1509,Jon Magunazelaia,MD,Real Sociedad,77,95,50,42,50,50,50,50,50,50,50,50,50,50,50,50,50
1510,Arne Maier,MD,Augsburg,81,78,50,84,56,100,50,50,50,50,50,58,50,62,50,50,50
1511,Mike Maignan,GK,Milan,56,78,50,98,60,59,30,50,40,50,50,50,50,65,80,80,80
1512,Patrick Mainka,DF,Heidenheim,79,76,50,85,68,68,50,50,50,50,60,100,60,100,50,50,50
1513,Kobbie Mainoo,MD,Manchester Utd,63,92,50,91,74,89,50,50,50,50,50,84,50,56,50,50,50
1514,Ainsley Maitland-Niles,MD,Lyon,76,84,50,89,53,95,50,50,50,50,50,84,50,89,50,50,50
1515,Radosław Majecki,GK,Monaco,47,71,50,100,37,50,30,50,40,50,50,50,50,58,80,80,80
1516,Lovro Majer,MD,Wolfsburg,81,88,50,88,16,53,50,50,50,50,50,50,50,51,50,50,50
1517,Jordy Makengo,DF,Freiburg,64,73,50,91,55,53,50,50,50,50,60,60,60,59,50,50,50
1518,Antoine Makoumbou,MD,Cagliari,79,94,50,95,55,59,50,50,50,50,50,74,50,70,50,50,50
1519,Nikola Maksimović,DF,Montpellier,67,88,50,93,78,56,50,50,50,50,60,62,60,80,50,50,50
1520,Tyrell Malacia,DF,Manchester Utd,58,79,50,93,100,53,50,50,50,50,60,60,60,51,50,50,50
1521,Jarzinho Malanga,DF,Stuttgart,82,87,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1522,Julián Malatini,DF,Werder Bremen,76,82,50,92,42,56,50,50,50,50,60,64,60,67,50,50,50
1523,Daniel Maldini,AT,Monza,73,71,50,78,51,86,60,50,60,50,50,58,50,62,50,50,50
1524,Daniel Maldini,AT,Atalanta,75,74,50,100,100,50,60,50,60,50,50,50,50,50,50,50,50
1525,Youssef Maleh,MD,Empoli,73,83,50,80,48,86,50,50,50,50,50,82,50,75,50,50,50
1526,Donyell Malen,AT,Aston Villa,76,72,50,83,100,53,60,50,60,50,50,50,50,50,50,50,50
1527,Donyell Malen,AT,Dortmund,68,82,50,82,33,53,60,50,60,50,50,56,50,56,50,50,50
1528,Ruslan Malinovskyi,AT,Genoa,71,72,50,93,71,59,60,50,60,50,50,52,50,54,50,50,50
1529,Lennard Maloney,MD,Heidenheim,83,82,50,80,46,53,50,50,50,50,50,78,50,88,50,50,50
1530,Lennard Maloney,MD,Mainz 05,70,93,50,66,100,50,50,50,50,50,50,50,50,53,50,50,50
1531,Aaron Malouda,AT,Lille,74,77,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1532,Giorgi Mamardashvili,GK,Valencia,53,79,50,100,40,56,30,50,40,50,50,52,50,59,80,80,80
1533,Dennis Man,AT,Parma,83,77,50,85,61,100,60,50,60,50,50,66,50,60,50,50,50
1534,Hianga Mananga Mbock,MD,Brest,63,75,50,88,50,50,50,50,50,50,50,52,50,50,50,50,50
1535,Gianluca Mancini,DF,Roma,64,77,50,93,49,89,50,50,50,50,60,100,60,100,50,50,50
1536,Steve Mandanda,GK,Rennes,44,61,50,100,43,56,30,50,40,50,50,50,50,56,80,80,80
1537,Christos Mandas,GK,Lazio,40,63,50,100,66,50,30,50,40,50,50,50,50,53,80,80,80
1538,Reinildo Mandava,DF,Atlético Madrid,72,71,50,93,43,56,50,50,50,50,60,82,60,82,50,50,50
1539,Aïssa Mandi,DF,Lille,79,79,50,92,80,59,50,50,50,50,60,72,60,83,50,50,50
1540,Rolando Mandragora,MD,Fiorentina,85,75,50,87,56,89,50,50,50,50,50,72,50,84,50,50,50
1541,Orel Mangala,MD,Everton,68,88,50,90,76,74,50,50,50,50,50,92,50,74,50,50,50
1542,Orel Mangala,MD,Lyon,63,79,50,100,100,53,50,50,50,50,50,50,50,51,50,50,50
1543,Ryan Manning,DF,Southampton,76,78,50,92,49,100,50,50,50,50,60,76,60,76,50,50,50
1544,Javier Manquillo,DF,Celta Vigo,76,75,50,92,56,50,50,50,50,50,60,64,60,64,50,50,50
1545,Johan Manzambi,AT,Freiburg,87,72,50,85,25,50,60,50,60,50,50,50,50,52,50,50,50
1546,Alberto Manzoni,MD,Atalanta,63,91,50,83,50,50,50,50,50,50,50,50,50,50,50,50,50
1547,Sekou Mara,AT,Strasbourg,68,76,50,79,40,65,60,50,60,50,50,56,50,52,50,50,50
1548,Alessandro Marcandalli,DF,Genoa,77,70,50,75,100,50,50,50,50,50,60,60,60,52,50,50,50
1549,Alessandro Marcandalli,DF,Venezia,62,83,50,83,25,50,50,50,50,50,60,60,60,60,50,50,50
1550,Marcão,DF,Sevilla,65,77,50,97,55,50,50,50,50,50,60,62,60,77,50,50,50
1551,Solly March,AT,Brighton,70,76,50,85,50,50,60,50,60,50,50,52,50,50,50,50,50
1552,Filip Marchwiński,MD,Lecce,63,79,50,66,50,50,50,50,50,50,50,50,50,50,50,50,50
1553,Óscar de Marcos,DF,Athletic Club,68,81,50,88,54,98,50,50,50,50,60,76,60,77,50,50,50
1554,Alberto Marí,AT,Valencia,74,74,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
1555,Pablo Marí,DF,Monza,66,71,50,95,64,59,50,50,50,50,60,100,60,100,50,50,50
1556,Pablo Marí,DF,Fiorentina,58,78,50,93,50,50,50,50,50,50,60,60,60,65,50,50,50
1557,José María Giménez,DF,Atlético Madrid,64,83,50,93,75,56,50,50,50,50,60,90,60,100,50,50,50
1558,Luca Marianucci,DF,Empoli,63,71,50,90,42,53,50,50,50,50,60,60,60,64,50,50,50
1559,Mirko Marić,AT,Monza,70,69,50,57,50,53,60,50,60,50,50,52,50,51,50,50,50
1560,Mirko Marić,AT,Venezia,88,85,50,69,50,50,60,50,60,50,50,52,50,60,50,50,50
1561,Arkaitz Mariezkurrena,AT,Real Sociedad,87,85,50,60,50,50,60,50,60,50,50,52,50,51,50,50,50
1562,Rafa Marín,DF,Napoli,72,74,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1563,Pablo Marín,MD,Real Sociedad,77,76,50,79,46,62,50,50,50,50,50,52,50,58,50,50,50
1564,Răzvan Marin,MD,Cagliari,67,91,50,87,48,100,50,50,50,50,50,54,50,65,50,50,50
1565,Guillermo Maripán,DF,Torino,78,79,50,84,66,62,50,50,50,50,60,94,60,100,50,50,50
1566,Mika Màrmol,DF,Las Palmas,66,74,50,90,45,80,50,50,50,50,60,100,60,100,50,50,50
1567,Omar Marmoush,AT,Manchester City,84,71,50,83,50,68,60,50,60,50,50,56,50,52,50,50,50
1568,Omar Marmoush,AT,Eint Frankfurt,84,82,50,82,47,100,60,50,60,50,50,54,50,52,50,50,50
1569,Mario Maroto,MD,Valladolid,77,84,50,100,100,53,50,50,50,50,50,54,50,51,50,50,50
1570,Marquinhos,DF,Paris S-G,77,86,50,96,79,74,50,50,50,50,60,68,60,100,50,50,50
1571,Aarón Martín,DF,Genoa,65,80,50,88,44,100,50,50,50,50,60,82,60,100,50,50,50
1572,Carlos Martín,AT,Alavés,91,75,50,70,31,77,60,50,60,50,50,60,50,64,50,50,50
1573,Gerard Martín,DF,Barcelona,76,85,50,89,66,68,50,50,50,50,60,64,60,64,50,50,50
1574,Iván Martín,MD,Girona,82,75,50,93,83,100,50,50,50,50,50,68,50,64,50,50,50
1575,Jon Martin,DF,Real Sociedad,70,78,50,72,38,53,50,50,50,50,60,60,60,65,50,50,50
1576,Jonas Martin,MD,Brest,80,81,50,92,71,59,50,50,50,50,50,62,50,61,50,50,50
1577,Mario Martín,MD,Valladolid,77,79,50,87,66,83,50,50,50,50,50,86,50,86,50,50,50
1578,Gabriel Martinelli,AT,Arsenal,85,67,50,80,51,100,60,50,60,50,50,54,50,63,50,50,50
1579,Arnau Martinez,MD,Girona,70,95,50,92,58,95,50,50,50,50,50,86,50,100,50,50,50
1580,Emiliano Martínez,GK,Aston Villa,50,78,50,97,52,50,30,50,40,50,50,50,50,63,80,80,80
1581,Iñigo Martínez,DF,Barcelona,76,74,50,94,73,86,50,50,50,50,60,84,60,100,50,50,50
1582,Javi Martínez,MD,Osasuna,66,91,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1583,Josep Martinez,GK,Inter,51,77,50,100,51,53,30,50,40,50,50,50,50,50,80,80,80
1584,Lautaro Martínez,AT,Inter,90,68,50,81,73,100,60,50,60,50,50,68,50,64,50,50,50
1585,Lisandro Martínez,DF,Manchester Utd,80,81,50,94,55,77,50,50,50,50,60,100,60,100,50,50,50
1586,Lucas Martínez Quarta,DF,Fiorentina,70,72,50,94,72,53,50,50,50,50,60,60,60,75,50,50,50
1587,Ramón Martínez,DF,Sevilla,67,73,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1588,Toni Martínez,AT,Alavés,70,81,50,74,33,80,60,50,60,50,50,50,50,59,50,50,50
1589,Kevin Martins,MD,Monza,71,87,50,75,40,56,50,50,50,50,50,52,50,54,50,50,50
1590,Javi Martón,AT,Athletic Club,81,78,50,80,50,50,60,50,60,50,50,50,50,50,50,50,50
1591,Adam Marušić,DF,Lazio,65,88,50,92,52,77,50,50,50,50,60,72,60,90,50,50,50
1592,Marvin,AT,Las Palmas,74,68,50,90,57,59,60,50,60,50,50,60,50,66,50,50,50
1593,Omar Mascarell,MD,Mallorca,83,76,50,93,62,56,50,50,50,50,50,100,50,95,50,50,50
1594,Adam Masina,DF,Torino,69,80,50,90,55,59,50,50,50,50,60,86,60,100,50,50,50
1595,Patrizio Masini,MD,Genoa,67,91,50,83,52,59,50,50,50,50,50,66,50,71,50,50,50
1596,Giorgos Masouras,AT,Bochum,89,67,50,83,66,68,60,50,60,50,50,52,50,50,50,50,50
1597,Erhan Mašović,DF,Bochum,61,79,50,90,63,59,50,50,50,50,60,74,60,100,50,50,50
1598,Han-Noah Massengo,MD,Auxerre,69,89,50,93,55,50,50,50,50,50,50,68,50,54,50,50,50
1599,Clinton Mata,DF,Lyon,78,82,50,95,46,80,50,50,50,50,60,100,60,100,50,50,50
1600,Jaime Mata,AT,Las Palmas,71,69,50,78,44,59,60,50,60,50,50,56,50,58,50,50,50
1601,Igor Matanovic,AT,Eint Frankfurt,77,79,50,82,75,53,60,50,60,50,50,52,50,59,50,50,50
1602,Pape Matar Sarr,MD,Tottenham,77,83,50,90,79,83,50,50,50,50,50,90,50,67,50,50,50
1603,Eliot Matazo,MD,Monaco,65,78,50,80,100,53,50,50,50,50,50,52,50,52,50,50,50
1604,Jean-Philippe Mateta,AT,Crystal Palace,91,65,50,76,33,100,60,50,60,50,50,54,50,70,50,50,50
1605,Nemanja Matić,MD,Lyon,81,83,50,89,71,92,50,50,50,50,50,74,50,73,50,50,50
1606,Chrislain Matsima,DF,Augsburg,74,68,50,87,55,56,50,50,50,50,60,100,60,100,50,50,50
1607,Jean Mattéo Bahoya,MD,Eint Frankfurt,81,84,50,82,72,77,50,50,50,50,50,58,50,53,50,50,50
1608,Alan Matturro,DF,Genoa,62,70,50,81,53,59,50,50,50,50,60,74,60,83,50,50,50
1609,Azor Matusiwa,MD,Rennes,82,90,50,88,86,83,50,50,50,50,50,100,50,88,50,50,50
1610,Neal Maupay,AT,Marseille,89,76,50,85,87,89,60,50,60,50,50,54,50,50,50,50,50
1611,Maurides,AT,St. Pauli,80,69,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1612,Stephy Mavididi,AT,Leicester City,69,72,50,91,44,100,60,50,60,50,50,70,50,62,50,50,50
1613,Konstantinos Mavropanos,DF,West Ham,76,88,50,90,60,62,50,50,50,50,60,100,60,100,50,50,50
1614,Christian Mawissa,DF,Monaco,67,77,50,91,50,53,50,50,50,50,60,96,60,83,50,50,50
1615,Keke Maximilian Topp,AT,Werder Bremen,91,69,50,57,50,74,60,50,60,50,50,52,50,51,50,50,50
1616,Borja Mayoral,AT,Getafe,88,69,50,81,66,53,60,50,60,50,50,50,50,55,50,50,50
1617,Senny Mayulu,MD,Paris S-G,69,79,50,88,73,68,50,50,50,50,50,56,50,55,50,50,50
1618,Noussair Mazraoui,DF,Manchester Utd,68,83,50,91,50,83,50,50,50,50,60,100,60,100,50,50,50
1619,Luca Mazzitelli,MD,Como,85,95,50,91,65,68,50,50,50,50,50,56,50,60,50,50,50
1620,Pasquale Mazzocchi,AT,Napoli,74,82,50,91,45,65,60,50,60,50,50,58,50,68,50,50,50
1621,Samuel Mbangula,AT,Juventus,79,84,50,89,77,89,60,50,60,50,50,56,50,52,50,50,50
1622,Ethan Mbappé,AT,Lille,90,74,50,83,70,68,60,50,60,50,50,52,50,50,50,50,50
1623,Kylian Mbappé,AT,Real Madrid,96,88,50,87,79,100,60,50,60,50,50,50,50,50,50,50,50
1624,Ibrahim Mbaye,AT,Paris S-G,68,65,50,78,66,50,60,50,60,50,50,50,50,50,50,50,50
1625,Bryan Mbeumo,AT,Brentford,77,66,50,80,35,100,60,50,60,50,50,70,50,90,50,50,50
1626,James Mcatee,AT,Manchester City,68,78,50,84,66,50,60,50,60,50,50,52,50,50,50,50,50
1627,Kasey McAteer,AT,Leicester City,91,65,50,84,50,65,60,50,60,50,50,54,50,60,50,50,50
1628,Oliver McBurnie,AT,Las Palmas,80,74,50,75,75,100,60,50,60,50,50,58,50,64,50,50,50
1629,Alex McCarthy,GK,Southampton,62,73,50,95,49,50,30,50,40,50,50,50,50,51,80,80,80
1630,John McGinn,AT,Aston Villa,71,70,50,90,60,100,60,50,60,50,50,70,50,61,50,50,50
1631,Scott McKenna,DF,Las Palmas,71,85,50,93,52,53,50,50,50,50,60,66,60,100,50,50,50
1632,Weston McKennie,MD,Juventus,63,81,50,89,73,100,50,50,50,50,50,74,50,73,50,50,50
1633,Mark McKenzie,DF,Toulouse,66,68,50,90,56,56,50,50,50,50,60,80,60,100,50,50,50
1634,Dwight McNeil,AT,Everton,76,84,50,86,53,100,60,50,60,50,50,60,50,51,50,50,50
1635,Scott McTominay,MD,Manchester Utd,82,85,50,100,100,50,50,50,50,50,50,50,50,51,50,50,50
1636,Scott McTominay,MD,Napoli,85,78,50,89,72,98,50,50,50,50,50,88,50,82,50,50,50
1637,Jakov Medić,DF,Bochum,71,70,50,87,70,56,50,50,50,50,60,82,60,100,50,50,50
1638,Facundo Medina,DF,Lens,80,84,50,94,51,100,50,50,50,50,60,100,60,96,50,50,50
1639,Ben Mee,DF,Brentford,75,83,50,89,40,50,50,50,50,50,60,60,60,57,50,50,50
1640,Jayden Meghoma,DF,Brentford,73,87,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
1641,Henrik Meister,AT,Rennes,82,75,50,100,50,56,60,50,60,50,50,52,50,50,50,50,50
1642,Bamo Meïté,DF,Montpellier,66,72,50,91,57,50,50,50,50,50,60,60,60,57,50,50,50
